Latitude,Longitude,Date,Depth (m),Temperature (°C),Salinity (PSU),Pressure (dbar),DOXY (Âµmol/kg),Nitrate (Âµmol/L),Phosphate (Âµmol/L),Silicate (Âµmol/L),pH,Chlorophyll-a (mg/mÂ³),Density (kg/mÂ³),Potential Density (kg/mÂ³),Total Alkalinity (Âµmol/kg),pCOâ (Âµatm),Fluorescence (a.u.),Turbidity (NTU),PAR (Âµmol/mÂ²/s),Ocean Region
-14.53,96.56,7/30/2025 18:18,888.8888889,10.91,35.871,890.7,115.18,21.12,1.81,37.22,7.828,0.01,1000.51,1000.69,2277.4,321.6,0.002,0,0,South Indian Ocean
-14.53,96.56,8/16/2025 4:16,1000,8.74,35.563,1001.5,130.65,20,2.113,41.51,7.826,0.003,1000.7,1000.9,2402.1,360.5,0,0,0,South Indian Ocean
11.47,94.91,7/6/2024 0:01,0,29.03,35.411,0.7,161.93,0.33,0.045,0.93,8.11,0.379,996.52,996.52,2228.5,417.2,1.421,1.653,2000,Bay of Bengal
11.47,94.91,4/16/2025 0:45,111.1111111,26.08,36.039,113.1,211.66,3.16,0.45,5.54,7.981,0.346,997.62,997.64,2330.7,409.1,0.247,0.913,216.7,Bay of Bengal
11.47,94.91,2/26/2024 18:48,222.2222222,23.93,35.709,221.9,178.17,7.58,0.835,10.59,7.944,0.079,997.78,997.82,2302,409.6,0.114,0.26,23.5,Bay of Bengal
11.47,94.91,9/12/2024 10:07,333.3333333,22.46,36.333,333.9,190.48,8.32,0.894,13.62,7.981,0.282,998.57,998.64,2304.3,376.7,0.064,0.009,2.5,Bay of Bengal
11.47,94.91,8/29/2024 4:01,444.4444444,20.19,34.972,444.7,133.78,10.42,1.106,19.76,7.873,0.146,997.94,998.03,2218.2,378.5,0.068,0.03,0.3,Bay of Bengal
11.47,94.91,1/2/2024 7:09,555.5555556,17.45,36.793,554.4,113.99,12.66,1.216,23.47,7.933,0.075,999.94,1000.05,2431.2,369.6,0.007,0.012,0,Bay of Bengal
11.47,94.91,5/3/2024 15:13,666.6666667,15.84,36.768,666.1,138.05,14.52,1.666,28.13,7.807,0.047,1000.25,1000.38,2354.6,388.7,0.022,0.002,0,Bay of Bengal
11.47,94.91,8/7/2024 16:05,777.7777778,12.75,35.912,776.1,171.4,20.49,1.695,32.04,7.868,0.005,1000.18,1000.34,2405.9,383.1,0.003,0,0,Bay of Bengal
11.47,94.91,8/16/2025 23:38,888.8888889,10.94,36.13,889.3,88.59,22.07,2.232,36.43,7.75,0.002,1000.72,1000.9,2279.5,355.7,0,0,0,Bay of Bengal
11.47,94.91,6/1/2025 12:07,1000,9.51,37.007,1000.1,154.64,20.66,2.152,41.27,7.773,0.005,1001.7,1001.9,2478.7,308.2,0.002,0,0,Bay of Bengal
14,60.68,7/31/2024 7:47,0,29.05,35.022,1.8,201.45,0.83,0.095,1.79,8.131,1.053,996.21,996.21,2259,393.1,1.641,4.805,2000,Arabian Sea
14,60.68,8/27/2025 14:19,111.1111111,26.69,34.27,110.2,219.11,6.79,0.317,5.73,8.038,0.471,996.08,996.1,2286.3,407.1,0.499,0.659,216.7,Arabian Sea
14,60.68,11/12/2024 21:05,222.2222222,25.32,35.96,220.2,135.74,8.66,0.895,10.79,8.109,0.095,997.7,997.74,2427.5,373.7,0.232,0.056,23.5,Arabian Sea
14,60.68,4/11/2024 12:53,333.3333333,22.45,35.688,334.4,186.32,7.71,1.104,13.94,7.916,0.136,998.06,998.13,2385.2,395.1,0.088,0.152,2.5,Arabian Sea
14,60.68,6/12/2025 22:10,444.4444444,20.2,35.048,444.8,167.25,11.89,0.976,17.93,8.021,0.139,998,998.09,2342.6,399.2,0.08,0.022,0.3,Arabian Sea
14,60.68,8/13/2025 19:50,555.5555556,18.1,35.252,555.9,172.63,12.69,1.12,23.88,7.861,0.059,998.58,998.69,2352.4,379.8,0.044,0.007,0,Arabian Sea
14,60.68,3/7/2024 16:50,666.6666667,15.73,36.882,668.4,147.42,16.18,1.729,28.63,7.951,0.003,1000.36,1000.49,2345.4,384.7,0.01,0.004,0,Arabian Sea
14,60.68,5/22/2025 17:43,777.7777778,13.36,36.587,779,158.43,16.41,1.928,31.82,7.787,0.019,1000.6,1000.76,2396.3,356.9,0.004,0,0,Arabian Sea
14,60.68,6/5/2024 18:55,888.8888889,10.35,37.206,887.6,95.37,20.55,2.159,37.1,7.762,0.017,1001.69,1001.87,2421.9,364.4,0.004,0.001,0,Arabian Sea
14,60.68,1/20/2025 13:03,1000,8.49,37.105,998.1,137.91,24.81,2.239,40.45,7.743,0.002,1001.99,1002.19,2501.7,333.7,0.003,0,0,Arabian Sea
-14.04,69.87,4/3/2025 11:47,0,28.77,34.619,1.4,237.9,3.64,0.114,0.58,8.128,0.992,995.94,995.94,2191.7,419.6,0.702,0.786,2000,South Indian Ocean
-14.04,69.87,2/12/2025 18:21,111.1111111,27.35,35.644,112.4,177.07,3.11,0.562,4.46,8.019,0.44,997.05,997.07,2321.8,383.6,0.263,1.61,216.7,South Indian Ocean
-14.04,69.87,5/16/2025 11:23,222.2222222,25.5,34.479,220.9,213.21,4.81,0.756,10.88,8.123,0.444,996.48,996.52,2363.1,355.1,0.394,0.424,23.5,South Indian Ocean
-14.04,69.87,4/9/2024 6:29,333.3333333,22.71,36.357,331.8,126.32,8.41,0.695,13.93,8.024,0.152,998.54,998.61,2339.2,359.3,0.159,0.076,2.5,South Indian Ocean
-14.04,69.87,1/18/2025 11:20,444.4444444,19.69,35.426,444.4,166.69,11.71,1.027,19.4,7.978,0.052,998.4,998.49,2301.8,339.8,0.024,0.034,0.3,South Indian Ocean
-14.04,69.87,7/19/2024 0:06,555.5555556,17.25,36.436,556.4,171.63,13.43,1.603,23.98,7.897,0.027,999.7,999.81,2283.2,383.2,0.032,0.013,0,South Indian Ocean
-14.04,69.87,5/31/2025 14:05,666.6666667,14.92,35.008,666.6,160.58,14.24,1.512,27.01,7.967,0.041,999.02,999.15,2340.8,367.2,0.022,0.005,0,South Indian Ocean
-14.04,69.87,12/27/2024 22:11,777.7777778,14.06,36.41,779.5,181.27,16.72,1.964,32.43,7.91,0.001,1000.32,1000.48,2344.8,375.2,0.002,0,0,South Indian Ocean
-14.04,69.87,9/3/2024 20:37,888.8888889,11.65,36.082,887.5,132.81,20.69,2.226,36.17,7.791,0.004,1000.54,1000.72,2339.5,311.2,0.002,0,0,South Indian Ocean
-14.04,69.87,9/15/2024 13:50,1000,8.08,37.285,999.4,79.43,20.45,2.048,40.26,7.867,0.002,1002.21,1002.41,2325,316.6,0.001,0,0,South Indian Ocean
14.81,63.09,6/21/2024 3:40,0,29.36,34.997,-0.3,164.81,3.85,0.491,1.28,8.047,0.434,996.13,996.13,2390.8,387.8,0.388,3.746,2000,Arabian Sea
14.81,63.09,5/19/2024 8:15,111.1111111,27.58,34.903,112.7,227.55,3.19,0.682,6.07,7.974,0.466,996.41,996.43,2249.6,387,0.479,0.754,216.7,Arabian Sea
14.81,63.09,1/24/2025 4:18,222.2222222,24.11,36.183,221.2,230.42,5.81,0.653,9.7,7.95,0.424,998.12,998.16,2306.7,403.3,0.275,0.244,23.5,Arabian Sea
14.81,63.09,1/10/2024 15:51,333.3333333,23.08,35.984,334.6,149.04,10.97,0.979,13.61,8.025,0.239,998.17,998.24,2415.8,387.7,0.111,0.139,2.5,Arabian Sea
14.81,63.09,1/20/2024 9:35,444.4444444,20.28,36.025,442.5,131.13,13.18,1.119,19.41,7.91,0.054,998.76,998.85,2448.6,368.7,0.077,0.018,0.3,Arabian Sea
14.81,63.09,3/19/2025 23:51,555.5555556,16.89,36.279,555.3,190.45,13.57,1.167,23.37,7.976,0.07,999.65,999.76,2406.4,342.3,0.025,0.003,0,Arabian Sea
14.81,63.09,4/27/2024 8:49,666.6666667,15.34,36.784,668.4,108.42,17.4,1.761,28.53,7.884,0.037,1000.36,1000.49,2314.7,355.5,0.016,0.006,0,Arabian Sea
14.81,63.09,3/11/2024 16:44,777.7777778,13.73,37.055,777.8,170.21,17.28,1.8,32.85,7.818,0.018,1000.9,1001.06,2472.7,345.7,0.011,0.002,0,Arabian Sea
14.81,63.09,2/26/2024 20:46,888.8888889,11.79,35.42,889.9,92.69,22.55,1.825,37.43,7.757,0.005,999.98,1000.16,2378.3,312.6,0.002,0,0,Arabian Sea
14.81,63.09,3/20/2025 20:00,1000,9.47,36.038,1000.4,80.01,23.15,2.178,40.3,7.762,0.006,1000.94,1001.14,2302.5,351,0.002,0,0,Arabian Sea
-28.61,87.07,1/5/2025 18:10,0,29.02,34.362,1.4,151.02,1.32,0.499,0.37,8.195,0.484,995.69,995.69,2352.1,381.3,0.646,2.053,2000,South Indian Ocean
-28.61,87.07,1/7/2025 14:56,111.1111111,27.58,34.509,110,217.81,4.64,0.717,6.28,7.974,0.638,996.09,996.11,2286.1,391,0.143,0.266,216.7,South Indian Ocean
-28.61,87.07,3/13/2025 18:59,222.2222222,25.34,35.975,220.8,162.43,7.73,0.719,9.53,8.075,0.263,997.71,997.75,2353.8,354.3,0.036,0.399,23.5,South Indian Ocean
-28.61,87.07,2/26/2024 0:41,333.3333333,22.68,35.723,333.2,152.49,7.74,0.944,14.75,7.934,0.218,998.04,998.11,2316.4,367.4,0.051,0.112,2.5,South Indian Ocean
-28.61,87.07,11/20/2024 23:21,444.4444444,20.76,35.983,443.2,147.95,13.77,0.988,19.63,7.916,0.139,998.63,998.72,2347.5,379.9,0.101,0.03,0.3,South Indian Ocean
-28.61,87.07,1/3/2025 5:41,555.5555556,18.25,35.794,557.3,147.48,13.83,1.193,22.47,7.947,0.093,998.99,999.1,2296,330.8,0.018,0.002,0,South Indian Ocean
-28.61,87.07,3/19/2024 12:55,666.6666667,15.95,36.25,665.5,137.12,17.09,1.72,28.24,7.992,0.038,999.81,999.94,2390.3,359,0.011,0.005,0,South Indian Ocean
-28.61,87.07,5/3/2024 13:36,777.7777778,14.09,35.674,779.1,183.06,20.29,1.723,31.89,7.906,0.022,999.72,999.88,2316.4,385.2,0.009,0.001,0,South Indian Ocean
-28.61,87.07,1/27/2025 5:08,888.8888889,12.13,36.086,888.6,109.06,22.09,1.957,36.54,7.736,0.002,1000.44,1000.62,2277.9,320.1,0.001,0.001,0,South Indian Ocean
-28.61,87.07,4/30/2024 6:59,1000,9.49,36.826,998,164.44,22.98,2.07,41.71,7.841,0.006,1001.56,1001.76,2340.2,335.4,0.002,0,0,South Indian Ocean
23.27,62.9,7/27/2025 14:33,0,28.86,34.505,0,167.88,0.26,0.189,0.63,8.024,0.721,995.83,995.83,2348.7,387.2,1.58,1.64,2000,Arabian Sea
23.27,62.9,11/3/2024 12:10,111.1111111,26.63,35.961,109.6,186.08,5.6,0.703,5.21,8.036,0.54,997.44,997.46,2275.9,385.2,0.784,0.515,216.7,Arabian Sea
23.27,62.9,10/7/2024 17:58,222.2222222,25.33,35.54,223.8,165.78,4.73,0.73,10.04,8.078,0.206,997.37,997.41,2251.8,420.4,0.139,0.498,23.5,Arabian Sea
23.27,62.9,3/22/2025 2:15,333.3333333,21.44,36.325,335.2,190.32,8.93,1.091,14.99,8.019,0.214,998.77,998.84,2465,351.2,0.095,0.166,2.5,Arabian Sea
23.27,62.9,1/5/2024 22:38,444.4444444,20.25,36.122,445.6,130.73,9.06,1.164,19.1,7.918,0.107,998.85,998.94,2416,343.3,0.057,0.014,0.3,Arabian Sea
23.27,62.9,4/2/2024 16:07,555.5555556,18.1,36.23,557.5,110.93,15.16,1.504,22.42,7.841,0.088,999.36,999.47,2315.6,383.2,0.025,0.016,0,Arabian Sea
23.27,62.9,11/24/2024 16:15,666.6666667,14.74,35.208,666.5,144.91,15.34,1.492,26.99,7.919,0.032,999.22,999.35,2336.8,326.6,0.01,0.004,0,Arabian Sea
23.27,62.9,6/5/2024 23:44,777.7777778,13.51,35.749,775.9,135.86,17.87,1.784,31.5,7.878,0.005,999.9,1000.06,2273.6,320.2,0.003,0.002,0,Arabian Sea
23.27,62.9,12/8/2024 4:11,888.8888889,11.98,36.511,887.1,84.54,18.48,2.102,36.54,7.865,0.01,1000.81,1000.99,2396.2,337.5,0.005,0,0,Arabian Sea
23.27,62.9,8/12/2025 23:36,1000,8.47,37.322,1001.9,108.02,24.04,2.376,40.36,7.816,0.01,1002.16,1002.36,2332.6,367.6,0.002,0,0,Arabian Sea
-22.33,60.34,3/29/2024 3:30,0,29.96,34.143,1.5,219.86,2.96,0.154,1.09,8.109,1.056,995.32,995.32,2249.6,381.5,1.462,0.236,2000,South Indian Ocean
-22.33,60.34,3/9/2024 8:16,111.1111111,26.22,34.837,112.7,228.47,5.31,0.307,6.13,8.012,0.077,996.63,996.65,2278.7,364.5,0.687,0.768,216.7,South Indian Ocean
-22.33,60.34,5/20/2024 16:27,222.2222222,24.5,34.542,223,169.19,6.69,0.917,10.43,8.004,0.374,996.73,996.77,2225.8,355.2,0.343,0.086,23.5,South Indian Ocean
-22.33,60.34,10/14/2024 4:13,333.3333333,23.15,34.964,332.2,205.71,11.37,0.731,14.55,7.939,0.077,997.34,997.41,2277.5,383.3,0.16,0.074,2.5,South Indian Ocean
-22.33,60.34,8/10/2025 9:00,444.4444444,20.91,35.517,445.2,119.1,9.57,1.274,18.96,8.02,0.161,998.23,998.32,2319.3,391.2,0.024,0.004,0.3,South Indian Ocean
-22.33,60.34,7/10/2024 16:01,555.5555556,18.23,36.104,556.9,158.85,11.3,1.154,24.14,7.898,0.048,999.24,999.35,2310.7,397.9,0.03,0.005,0,South Indian Ocean
-22.33,60.34,6/20/2024 19:05,666.6666667,16.1,35.647,666.3,150.3,17.18,1.389,28.56,7.931,0.037,999.3,999.43,2365.9,391,0.016,0.004,0,South Indian Ocean
-22.33,60.34,3/22/2024 10:44,777.7777778,13.35,35.964,777.3,163.38,18.49,2.031,31.16,7.802,0.021,1000.1,1000.26,2443.2,372.1,0.007,0.001,0,South Indian Ocean
-22.33,60.34,8/1/2025 13:18,888.8888889,11.15,36.369,889.9,131.19,21.55,2.189,36.42,7.86,0.007,1000.87,1001.05,2414,321.2,0.002,0.001,0,South Indian Ocean
-22.33,60.34,10/16/2024 20:42,1000,8.95,36.284,1001.9,146.08,21.89,2.249,40.1,7.805,0.005,1001.24,1001.44,2324.2,318,0.001,0,0,South Indian Ocean
-12.56,112.78,8/10/2025 0:45,0,29.2,35.198,-1.5,153.64,3.33,0.436,1.24,8.128,0.39,996.32,996.32,2224.6,419.2,1.309,4.906,2000,Eastern Indian Ocean
-12.56,112.78,2/11/2024 22:22,111.1111111,27.2,35.94,112.1,151.49,3.57,0.409,5.42,8.118,0.654,997.31,997.33,2352.2,426.3,0.726,0.072,216.7,Eastern Indian Ocean
-12.56,112.78,2/10/2025 22:20,222.2222222,24.81,35.802,223.5,163.76,9.43,0.754,9.48,8.066,0.344,997.68,997.72,2400,410.6,0.269,0.285,23.5,Eastern Indian Ocean
-12.56,112.78,4/8/2025 2:56,333.3333333,21.72,35.577,334.7,130.94,7.38,0.953,13.45,7.963,0.153,998.12,998.19,2263.6,382,0.102,0.121,2.5,Eastern Indian Ocean
-12.56,112.78,7/9/2025 0:00,444.4444444,20.54,36.457,442.6,118.95,13.34,0.955,18.09,7.926,0.128,999.06,999.15,2456.7,365.5,0.006,0.005,0.3,Eastern Indian Ocean
-12.56,112.78,4/29/2024 21:52,555.5555556,18.39,35.395,557.2,191.37,11.24,1.325,22.84,8.014,0.017,998.64,998.75,2275.5,336.7,0.021,0.003,0,Eastern Indian Ocean
-12.56,112.78,2/21/2024 23:39,666.6666667,14.99,36.071,665.3,127.84,16.94,1.828,26.87,7.818,0.03,999.86,999.99,2451.8,335.6,0.011,0.001,0,Eastern Indian Ocean
-12.56,112.78,4/2/2024 2:45,777.7777778,14.34,35.223,778.7,114.79,19.08,2.041,32.86,7.839,0.013,999.31,999.47,2310.1,320.8,0.004,0.001,0,Eastern Indian Ocean
-12.56,112.78,2/16/2024 18:37,888.8888889,12.07,36.997,889.1,153.95,18.14,1.971,37.53,7.858,0.01,1001.18,1001.36,2411.7,377.5,0.004,0.001,0,Eastern Indian Ocean
-12.56,112.78,3/25/2025 4:56,1000,9.37,36.542,1001.9,145.64,23.46,2.376,41.04,7.888,0.008,1001.36,1001.56,2356.8,362,0.001,0,0,Eastern Indian Ocean
17.47,82.84,3/17/2025 1:36,0,28.01,34.349,-0.8,198.28,2.55,0.13,1.81,8.114,0.64,995.88,995.88,2278,408.9,1.895,0.734,2000,Bay of Bengal
17.47,82.84,7/1/2024 5:15,111.1111111,26.97,35.788,110.7,167.08,3.62,0.321,5.6,8.04,0.86,997.24,997.26,2395.2,405.1,0.712,1.18,216.7,Bay of Bengal
17.47,82.84,4/27/2024 8:09,222.2222222,24.66,35.141,222.3,137.45,7.08,0.676,9.76,8.085,0.208,997.18,997.22,2379.5,410.4,0.07,0.443,23.5,Bay of Bengal
17.47,82.84,8/8/2025 14:49,333.3333333,21.72,35.136,332,169.08,7.58,0.815,15.17,8.084,0.082,997.76,997.83,2274.7,349.3,0.192,0.117,2.5,Bay of Bengal
17.47,82.84,2/19/2024 22:49,444.4444444,20.57,36.01,445.8,154.35,9.59,1.257,18.58,7.876,0.051,998.69,998.78,2448.7,389.6,0.027,0.056,0.3,Bay of Bengal
17.47,82.84,8/23/2024 15:47,555.5555556,17.71,35.918,554.9,193.3,12.79,1.582,22.55,7.845,0.023,999.19,999.3,2403.6,371.5,0.031,0.006,0,Bay of Bengal
17.47,82.84,4/28/2025 16:08,666.6666667,15.97,36.42,666.2,164.38,17.15,1.587,27.27,7.922,0.018,999.94,1000.07,2418.9,385.6,0.016,0.003,0,Bay of Bengal
17.47,82.84,7/26/2024 10:03,777.7777778,13.3,36.519,778.4,143.59,16.08,1.677,32.22,7.867,0.015,1000.56,1000.72,2421,379.3,0.004,0.001,0,Bay of Bengal
17.47,82.84,4/11/2024 6:41,888.8888889,10.48,35.81,890.3,79.74,20.76,2.106,37.26,7.832,0.007,1000.55,1000.73,2320.8,361.3,0.001,0,0,Bay of Bengal
17.47,82.84,5/14/2025 17:45,1000,8.44,37.149,999.8,93.05,20.94,2.404,41.89,7.829,0.006,1002.03,1002.23,2437.9,365.1,0.001,0,0,Bay of Bengal
21.75,94.89,9/5/2024 6:46,0,29.59,35.683,0.8,168.04,4.46,0.485,1.07,8.129,0.081,996.63,996.63,2346.6,370.3,0.491,2.669,2000,Bay of Bengal
21.75,94.89,6/20/2024 18:52,111.1111111,27.66,34.681,109.6,164.52,6.26,0.718,6.09,7.996,0.469,996.21,996.23,2265.5,376.6,0.774,0.858,216.7,Bay of Bengal
21.75,94.89,7/26/2024 12:54,222.2222222,23.61,35.864,220.3,176.88,7.38,0.65,10.36,8.035,0.084,997.97,998.01,2357.6,386,0.113,0.386,23.5,Bay of Bengal
21.75,94.89,5/11/2025 9:11,333.3333333,21.56,34.753,332.3,130.99,9.47,0.905,13.36,8.017,0.185,997.49,997.56,2369.5,390.5,0.126,0.045,2.5,Bay of Bengal
21.75,94.89,1/22/2024 5:33,444.4444444,19.38,35.466,443.1,186.72,11.67,0.93,17.79,7.989,0.014,998.5,998.59,2347.9,377.3,0.068,0.053,0.3,Bay of Bengal
21.75,94.89,7/26/2025 2:46,555.5555556,18.27,36.328,554.7,130.6,15.74,1.238,23.82,7.954,0.031,999.41,999.52,2459.3,336.7,0.003,0.002,0,Bay of Bengal
21.75,94.89,2/8/2024 23:57,666.6666667,15.44,36.113,668.2,153.08,16.71,1.593,27.13,7.819,0.031,999.8,999.93,2308.2,380,0.002,0.004,0,Bay of Bengal
21.75,94.89,5/15/2024 9:33,777.7777778,13.82,36.134,778.5,143.7,17.7,1.791,32.74,7.918,0.015,1000.14,1000.3,2445.3,360.5,0.008,0,0,Bay of Bengal
21.75,94.89,3/17/2025 4:25,888.8888889,10.27,36.299,888.6,98.66,19.33,2.039,35.75,7.833,0.012,1000.99,1001.17,2424.9,370,0.001,0,0,Bay of Bengal
21.75,94.89,5/10/2025 6:33,1000,8.56,36.081,999.1,148.45,21.53,2.383,41.69,7.831,0.009,1001.15,1001.35,2382.8,308.7,0.001,0,0,Bay of Bengal
-29.46,58.17,2/22/2024 16:29,0,29.24,35.871,-1.9,206.06,4.17,0.05,0.56,8.062,1.009,996.85,996.85,2370.6,381.8,0.845,2.686,2000,South Indian Ocean
-29.46,58.17,5/9/2024 3:35,111.1111111,27.73,36.073,110.8,189.32,6.2,0.695,6.2,8.005,0.444,997.31,997.33,2437.6,419.2,0.406,1.48,216.7,South Indian Ocean
-29.46,58.17,6/21/2025 6:02,222.2222222,25.53,36.234,221.8,214.79,7.28,0.823,9.62,8.015,0.409,997.88,997.92,2282.5,372.6,0.413,0.23,23.5,South Indian Ocean
-29.46,58.17,6/28/2024 4:03,333.3333333,21.95,35.769,334.2,198.49,7.64,0.843,15.16,7.998,0.194,998.23,998.3,2355.2,357.1,0.213,0.079,2.5,South Indian Ocean
-29.46,58.17,10/14/2024 2:14,444.4444444,20.9,34.852,446.2,142.48,12.13,1.362,18.8,7.894,0.139,997.7,997.79,2292.4,376.2,0.061,0.028,0.3,South Indian Ocean
-29.46,58.17,4/13/2025 1:38,555.5555556,17.54,35.336,553.7,188.54,12.44,1.459,23.95,7.892,0.04,998.76,998.87,2291.2,348.7,0.045,0.001,0,South Indian Ocean
-29.46,58.17,7/29/2024 8:28,666.6666667,14.85,36.008,665.1,144.68,13.44,1.79,28.24,7.93,0.037,999.84,999.97,2274,340.9,0.014,0.005,0,South Indian Ocean
-29.46,58.17,4/29/2025 23:11,777.7777778,13.15,36.413,778.7,181.43,18.9,1.88,31.75,7.769,0.029,1000.5,1000.66,2369.9,324.5,0.002,0.001,0,South Indian Ocean
-29.46,58.17,4/7/2025 11:54,888.8888889,11.01,35.869,887.3,133.81,19.3,2.203,36.3,7.919,0.005,1000.49,1000.67,2307.4,333.3,0.001,0,0,South Indian Ocean
-29.46,58.17,6/8/2025 8:48,1000,9.72,36.136,999.7,148.65,21.26,2.084,41.32,7.876,0.01,1000.96,1001.16,2331.2,342.3,0.002,0,0,South Indian Ocean
5.46,89.84,9/18/2024 7:10,0,28.33,35.745,0.9,242.67,2.63,0.143,0.51,8.084,0.371,996.93,996.93,2430.6,428,1.202,4.909,2000,Bay of Bengal
5.46,89.84,5/13/2025 9:26,111.1111111,27.57,35.239,112.6,196.01,3.88,0.62,5.73,7.999,0.858,996.68,996.7,2402.1,425.3,0.702,1.605,216.7,Bay of Bengal
5.46,89.84,1/11/2024 22:55,222.2222222,24.5,35.915,223.8,207.33,5.53,0.668,9.04,8.087,0.198,997.83,997.87,2444.3,406.2,0.195,0.084,23.5,Bay of Bengal
5.46,89.84,8/15/2025 22:19,333.3333333,22.85,35.229,334.3,205.8,7.01,0.802,14.14,7.981,0.276,997.61,997.68,2233.6,396.3,0.05,0.077,2.5,Bay of Bengal
5.46,89.84,7/16/2025 0:10,444.4444444,20.46,35.854,446,147.22,11.09,0.959,18.43,7.985,0.03,998.59,998.68,2431.1,391.1,0.052,0.052,0.3,Bay of Bengal
5.46,89.84,4/11/2025 2:55,555.5555556,17.18,35.275,554.2,162.25,14.72,1.492,23.57,7.948,0.089,998.78,998.89,2311.2,358,0.043,0.018,0,Bay of Bengal
5.46,89.84,9/4/2024 19:07,666.6666667,16.32,36.145,666.2,139.98,15.56,1.791,26.79,7.866,0.051,999.65,999.78,2342.3,334.9,0.003,0.006,0,Bay of Bengal
5.46,89.84,6/12/2024 21:18,777.7777778,12.99,37.045,777.3,105.19,18.99,1.846,31.92,7.786,0.014,1001.04,1001.2,2411,370.3,0.009,0.001,0,Bay of Bengal
5.46,89.84,2/5/2025 6:08,888.8888889,10.47,36.624,890.5,102.14,21.94,2.162,36.03,7.783,0.016,1001.21,1001.39,2469,324.3,0.001,0,0,Bay of Bengal
5.46,89.84,3/12/2024 17:53,1000,8.21,36.971,1001.5,165.23,20.98,2.395,40.85,7.815,0.002,1001.93,1002.13,2426.1,354.9,0.001,0,0,Bay of Bengal
16.4,65.47,8/21/2025 21:53,0,29.87,35.153,-0.3,227.45,3.71,0.221,0.59,8.083,1.381,996.15,996.15,2318.2,388.2,1.777,3.886,2000,Arabian Sea
16.4,65.47,10/14/2024 21:14,111.1111111,26.15,35.149,110.8,235.83,6.82,0.537,5.22,7.976,0.658,996.89,996.91,2323.2,362.7,0.413,0.071,216.7,Arabian Sea
16.4,65.47,7/27/2025 23:50,222.2222222,24.68,36.125,223.5,145.12,4.88,0.906,9.85,8.047,0.116,997.96,998,2306.9,371.8,0.248,0.247,23.5,Arabian Sea
16.4,65.47,5/22/2025 12:22,333.3333333,22.5,35.547,334.4,134.34,10.17,1.006,15.3,7.995,0.197,997.94,998.01,2298.4,358.4,0.133,0.085,2.5,Arabian Sea
16.4,65.47,1/8/2025 22:47,444.4444444,20.01,34.744,446.2,209.32,12.74,1.333,18.74,7.901,0.086,997.79,997.88,2292.1,360.2,0.099,0.023,0.3,Arabian Sea
16.4,65.47,7/28/2025 16:48,555.5555556,18.52,36.411,554.8,196.76,15.61,1.286,23.6,7.908,0.091,999.42,999.53,2296.7,337.4,0.008,0.015,0,Arabian Sea
16.4,65.47,7/10/2024 11:24,666.6666667,15.68,36.167,668,118.87,17.49,1.368,28.63,7.868,0.02,999.8,999.93,2380.4,372.3,0.018,0,0,Arabian Sea
16.4,65.47,2/8/2025 20:11,777.7777778,12.79,35.49,776.1,177.41,18.77,1.594,32.26,7.874,0.012,999.83,999.99,2371.4,356.1,0.004,0,0,Arabian Sea
16.4,65.47,2/23/2025 13:23,888.8888889,11.09,37.165,888.5,80.64,22.44,2.203,37,7.803,0.008,1001.51,1001.69,2363.2,357.3,0.005,0,0,Arabian Sea
16.4,65.47,3/10/2025 21:02,1000,8.23,35.633,999.9,71.08,24.31,2.209,40.33,7.883,0.01,1000.86,1001.06,2410.7,345,0,0,0,Arabian Sea
4.75,42.6,6/27/2024 10:25,0,29.98,34.971,0.4,151.17,2.1,0.202,0.85,8.099,0.127,995.98,995.98,2332.2,425.7,0.962,4.064,2000,Western Indian Ocean
4.75,42.6,12/16/2024 9:43,111.1111111,26.03,35.111,110.3,187.22,4.41,0.465,5.48,8.074,0.234,996.88,996.9,2358.5,368.1,0.73,0.636,216.7,Western Indian Ocean
4.75,42.6,3/15/2025 13:03,222.2222222,24.41,35.591,223,143.12,6.97,0.747,9.75,7.938,0.216,997.59,997.63,2348.9,373.5,0.358,0.174,23.5,Western Indian Ocean
4.75,42.6,6/5/2024 16:26,333.3333333,21.63,34.814,332.8,219.03,6.89,0.94,13.87,7.983,0.108,997.53,997.6,2349.4,409.4,0.117,0.171,2.5,Western Indian Ocean
4.75,42.6,10/1/2024 1:47,444.4444444,19.76,35.158,443,201.19,12.58,1.071,17.95,8.037,0.085,998.17,998.26,2296,358.6,0.073,0.023,0.3,Western Indian Ocean
4.75,42.6,12/4/2024 23:20,555.5555556,17.97,35.222,555.1,169.29,12.4,1.593,22.64,7.848,0.088,998.58,998.69,2375.8,329,0.017,0.017,0,Western Indian Ocean
4.75,42.6,7/15/2025 13:01,666.6666667,14.75,36.142,666,183.4,16.87,1.452,28.11,7.833,0.029,999.96,1000.09,2423.4,329.5,0.016,0.002,0,Western Indian Ocean
4.75,42.6,5/4/2024 18:57,777.7777778,12.98,36.791,778.2,129.6,17.3,1.897,32.73,7.811,0.03,1000.84,1001,2359.4,376.8,0.006,0,0,Western Indian Ocean
4.75,42.6,11/8/2024 22:43,888.8888889,11.67,36.041,887.8,157.12,20.87,2.182,37.22,7.773,0.01,1000.5,1000.68,2423.2,314.6,0.003,0,0,Western Indian Ocean
4.75,42.6,4/20/2024 13:19,1000,8.26,35.503,998.2,145.03,22.44,2.366,41.76,7.896,0.002,1000.75,1000.95,2308.2,326.3,0.002,0,0,Western Indian Ocean
